Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Pertusaria scutellata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria slesvicensis,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra slesvicensis
Pertusaria spilomanthodes,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria lactescens
Pertusaria subrhodotropa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Ochrolechiaceae,Ochrolechia,Ochrolechia subrhodotropa
Pertusaria subviridis,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Ochrolechiaceae,Ochrolechia,Ochrolechia subviridis
Pertusaria trochiscea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria trochiscea
Pertusaria tumidula,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Ochrolechiaceae,Ochrolechia,Ochrolechia tartarea
Pertusaria uberina,Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Architrypethelium,Architrypethelium uberinum
Pertusaria urceolaria,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria lactescens
Pertusaria westringii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria xanthostoma,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Ochrolechiaceae,Ochrolechia,Ochrolechia xanthostoma
Pertusaria albescens f. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria amara f. isidiata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria amara f. slesvicensis,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra slesvicensis
Pertusaria amara var. flotowiana,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria amara var. isidiata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria amara var. pulvinata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra pulvinata
Pertusaria areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria ceuthocarpa f. microstictica,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria ceuthocarpa var. variolosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra monogona
Pertusaria ceuthocarpoides var. microstictica,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria chloropolia var. planiuscula,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pupillaris
Pertusaria coccodes var. coronata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coronata
Pertusaria coccodes var. isidiifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coronata
Pertusaria coccodes var. petraea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coccodes
Pertusaria coccodes var. phymatodes,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coccodes
Pertusaria colliculosa var. leiotera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria communis var. leiotera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria communis var. rupestris,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria coronata var. isidiifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coronata
Pertusaria dealbata f. corallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra corallina
Pertusaria globulifera f. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria globulifera var. corallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria globulifera var. discoidea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria globulifera var. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria globulifera var. henricii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria globulifera var. sorediata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra monogona
Pertusaria hymenea f. glabrescens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria hymenea
Pertusaria inquinata f. nolens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria chiodectonoides
Pertusaria leioplaca var. colliculosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria leioterella var. colliculosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria melaleuca var. trispora,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria trimera
Pertusaria multipuncta f. constellata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria polythecia
Pertusaria multipuncta f. multipuncta,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra multipuncta
Pertusaria multipuncta f. ophthalmiza,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra ophthalmiza
Pertusaria multipuncta var. multipuncta,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra multipuncta
Pertusaria multipuncta var. ophthalmiza,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra ophthalmiza
Pertusaria multipuncta var. tenuescens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra ophthalmiza
Pertusaria ocellata var. flotowiana,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria pertusa f. pertusa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria pertusa var. leiotera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria pertusa var. pertusa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria pertusa var. rupestris,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria phymatodes f. westringii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria protuberans var. protuberans,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria carneopallida
Pertusaria pseudocorallina f. pseudocorallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria pseudocorallina var. pseudocorallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria pustulata var. trimera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria trimera
Pertusaria syncarpa var. corallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra corallina
Pertusaria tetrathalamia f. tetrathalamia,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria tetrathalamia
Pertusaria tetrathalamia var. tetrathalamia,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria tetrathalamia
Pertusaria trypetheliiformis var. hartmannii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria hartmannii
Pertusaria velata f. aspergilla,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Varicellariaceae,Varicellaria,Varicellaria hemisphaerica
Pertusaria wilsonii var. aphelospora,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria aphelospora
Pertusaria wulfenii f. carnea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria hymenea
Pertusaria wulfenii var. glabrescens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria hymenea
Pertusaria wulfenii var. lutescens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria flavida
Pertusaria fallax var. variolosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria flavida
Pertusaria leucostoma f. leucostoma,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,
Pertusaria leucostoma var. leucostoma,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,
Pertusaria velata subsp. multipuncta,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra multipuncta
Pertusaria areolata var. areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria ceuthocarpoides var. variolosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra monogona
Pertusaria communis var. amara,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria communis var. areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria communis var. coccodes,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coccodes
Pertusaria communis var. coronata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coronata
Pertusaria communis var. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria communis var. pertusa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pertusa
Pertusaria communis var. xanthostoma,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Ochrolechiaceae,Ochrolechia,Ochrolechia xanthostoma
Pertusaria concreta var. westringii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria dactylina var. melanochlora,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra melanochlora
Pertusaria dealbata var. excludens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra excludens
Pertusaria dealbata var. monogona,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra monogona
Pertusaria faginea var. faginea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria globulifera var. coccodes,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coccodes
Pertusaria globulifera var. multipunctata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra multipuncta
Pertusaria hymenea var. agelaea,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctidaceae,Phlyctis,Phlyctis agelaea
Pertusaria hymenea var. argena,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctidaceae,Phlyctis,Phlyctis argena
Pertusaria inquinata var. nolens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria chiodectonoides
Pertusaria leioplaca var. alpina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria leioplaca
Pertusaria multipuncta var. amara,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria multipuncta var. amarescens,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria amarescens
Pertusaria multipuncta var. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria multipuncta var. leptospora,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra multipuncta
Pertusaria ocellata var. corallina,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra corallina
Pertusaria ophthalmiza var. amara,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra amara
Pertusaria ophthalmiza var. ophthalmiza,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra ophthalmiza
Pertusaria panyrga var. ophthalmiza,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra ophthalmiza
Pertusaria pertusa var. areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria pertusa var. coccodes,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria coccodes
Pertusaria pustulata var. melaleuca,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pustulata
Pertusaria rupestris var. areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria rupestris var. melanochlora,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra melanochlora
Pertusaria scutellata var. discoidea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria westringii var. westringii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria wulfenii var. agelaea,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctidaceae,Phlyctis,Phlyctis agelaea
Pertusaria wulfenii var. argena,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctidaceae,Phlyctis,Phlyctis argena
Pertusaria communis f. areolata,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele areolata
Pertusaria communis f. discoidea,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria communis f. globulifera,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Lepra,Lepra albescens
Pertusaria dealbata f. papillosa,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,Collema marginale
Pertusaria lactea f. spilomatica,Fungi,Ascomycota,Lecanoromycetes,Baeomycetales,Xylographaceae,Xylographa,Xylographa vitiligo
Pertusaria oculata f. oculata,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria oculata
Pertusaria protuberans f. protuberans,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria carneopallida
Pertusaria westringii f. concreta,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pertusaria westringii f. westringii,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria pseudocorallina
Pesotum clavigerum,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphiocladiella,Graphiocladiella clavigera
Pesotum erubescens,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Phialographium,Phialographium erubescens
Pesotum fragrans,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Graphilbum fragrans
Pesotum piceae,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis piceae
Pesotum roboris,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Pesotum,Pesotum roboris
Pesotum sagmatosporae,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Grosmannia,Grosmannia sagmatospora
Pesotum sparsum,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Graphilbum sparsum
Pesotum ulmi,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ophiostoma,Ophiostoma ulmi
Pestalosphaeria concentrica,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis guepinii
Pestalotia americana,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Harknessiaceae,Harknessia,Harknessia americana
Pestalotia anomala,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium anomalum
Pestalotia concentrica,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia concentrica
Pestalotia congesta,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Deshpandiella,Deshpandiella jambolana
Pestalotia consocia,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium consocium
Pestalotia cornu-cervae,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Labridella,Labridella cornu-cervi
Pestalotia discosioides,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium discosioides
Pestalotia evansii,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Deshpandiella,Deshpandiella jambolana
Pestalotia exilis,Fungi,Ascomycota,,,,Gampsonema,Gampsonema exile
Pestalotia flagellifera,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Uniseta,Uniseta flagellifera
Pestalotia hypericina,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium hypericinum
Pestalotia karstenii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia karstenii
Pestalotia kriegeriana,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Allelochaeta,Allelochaeta kriegeriana
Pestalotia maculans,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis maculans
Pestalotia mariae,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium mariae
Pestalotia monochaeta,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia monochaeta
Pestalotia nattrassii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis nattrassii
Pestalotia polygoni,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Ceriospora,Ceriospora polygonacearum
Pestalotia saccardoi,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotia,Pestalotia saccardoi
Pestalotia senegalensis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Doliomyces,Doliomyces senegalensis
Pestalotia thuemenii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Bartaliniaceae,Zetiasplozna,Zetiasplozna thuemenii
Pestalotia trevoae,Fungi,Ascomycota,,,,Chrysalidopsis,Chrysalidopsis trevoae
Pestalotia unicornis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Seiridium,Seiridium cupressi
Pestalotia viridis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Bartaliniaceae,Hyalotia,Hyalotia viridis
Pestalotia compta var. ramicola,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium rosae
Pestalotia funerea f. conigena,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis conigena
Pestalotia funerea f. triseta,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis triseta
Pestalotia funerea var. algeriensis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis algeriensis
Pestalotia funerea var. funerea,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Pestalozzia,Pestalozzia funerea
Pestalotia guepinii var. vaccinii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotia,Pestalotia vaccinii
Pestalotia microspora var. philippinensis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis microspora
Pestalotia monochaeta var. gallicola,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia monochaeta
Pestalotia monochaeta var. monochaeta,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia monochaeta
Pestalotia monochaetioides var. parasitica,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,Seimatosporium parasiticum
Pestalotia truncata var. lignicola,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotia,Pestalotia lignicola
Pestalotia versicolor var. rhododendri,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis rhododendri
Pestalotia campsosperma,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Scolicosporium,Scolicosporium campsosperma
Pestalotia decolorata subsp. decolorata,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis decolorata
Pestalotia macrospora subsp. macrospora,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis macrospora
Pestalotia monochaeta subsp. monochaeta,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia monochaeta
Pestalotia conigena var. conigena,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis conigena
Pestalotia conigena f. abietis,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis funerea
Pestalotia versicolor f. versicolor,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis versicolor
Pestalotia guepini,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis guepinii
Pestalotiopsis karstenii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Monochaetia,Monochaetia karstenii
Pestalotiopsis funerea var. funerea,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis funerea
Pestalotiopsis guepinii var. macrotricha,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Pestalotiopsis guepinii
Pestalozzia heucherae,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gynostemma,
Pestalozzia funerea,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Pestalozzia,Pestalozzia funerea
Pestalozzia sphaerelloides,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gynostemma,
Pestalozzia vaccinii,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gynostemma,
Pestalozziella circularis,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Coma,Coma circularis
Pestalozziella longiseta,Fungi,Ascomycota,,,,Ciliochora,Ciliochora longiseta
Pestalozzina thuemenii,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Bartaliniaceae,Zetiasplozna,Zetiasplozna thuemenii
Petaloides petaloides,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerioporus,Cerioporus leptocephalus
Petalosporus anodosus,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella anodosa
Petalosporus nodulosus,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella nodulosa
Petasospora pastoris,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Komagataella,Komagataella pastoris
Petasospora pini,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Ogataea,Ogataea pini
Petasospora rhodanensis,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera rhodanensis
Petractis exanthemica,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Petractis,Petractis clausa
Petractis foveolaris,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Gyalecta,Gyalecta foveolaris
Petractis rubra,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Gyalecta,Gyalecta ulmi
Petractis clausa var. clausa,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Petractis,Petractis clausa
Petractis clausa var. dolichospora,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Petractis,Petractis clausa
Petrakia cochinensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Ernakulamia,Ernakulamia cochinensis
Petrakomyces caraganicola,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Diachora,Diachora erebia
Petrakomyces gallicus,Fungi,Ascomycota,,,,Mucosetospora,Mucosetospora gallica
Petriella asymmetrica var. asymmetrica,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Petriella,Petriella asymmetrica
